budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330461,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Jeg elsker dig,"Six people - three couples - meet at random at a dance restaurant in the Copenhagen nightlife. A marriage swindler and former actress, an elderly Supreme Court attorney with wife as well as...                See full summary »",72.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1957-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Jeg elsker dig,5.8,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330462,"[{""id"": 1, ""name"": ""thriller""}]",en,Povjerenje,"In a small unnamed town, in year 2025, Krsto works for the Agency which offers hearings for other people's secrets, with warranty that those secrets shall never be spread. At one of the ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Povjerenje,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Family""}]",,330463,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""family""}]",en,Gulliver Returns,"The legendary Gulliver returns to the Kingdom of Lilliput, but he is not the giant they remember.",55.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Gulliver Returns,4.4,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330464,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Prithvi Vallabh,"Seminal silent historical film, the story features King Munja, ruler of Aranti, famed warrior and patron of the arts. Munja (Sandow) falls into the hands of his arch enemy Tailap, who ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1924-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Prithvi Vallabh,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330465,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Effie Gray,"A look at the scandalous love triangle between Victorian art critic John Ruskin (Greg Wise), his teenage bride Euphemia ""Effie"" Gray (Dakota Fanning), and Pre-Raphaelite painter John Everett Millais (Tom Sturridge).",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Effie Gray,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Thriller""}]",,330466,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""thriller""}]",en,Indigo,"A new generation of kids, called Indigo, who have more mental and spiritual abilities than others. A company of such kids gather together in hidden places.",47.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2008-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Indigo,3.8,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330467,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Slasher Night,A Manny Velazquez underground slasher tribute about a number of serial killers on the loose in Chicago and begins a murder spree.,40.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2017-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Slasher Night,3.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Musical""}, {""id"": 3, ""name"": ""Romance""}]",,330468,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""musical""}, {""id"": 3, ""name"": ""romance""}]",en,Our Year,Is it possible for young people to find love in this modern world? Is it always best to be with someone else? Our Year is the story of a year in the life of three young couples. Wake meets ...                See full summary »,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Our Year,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}, {""id"": 2, ""name"": ""Music""}]",,330469,"[{""id"": 1, ""name"": ""fantasy""}, {""id"": 2, ""name"": ""music""}]",en,YMO Propaganda,"The YMO film that combines dramatic cinema with their live 1983 concert at Budokan, Tokyo Japan. Starring Yellow Magic Orchestra and David Brooks Palmer, YMO Propaganda is 1984 Musical film...                See full summary »",103.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1984-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,YMO Propaganda,8.3,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""History""}]",,330470,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""history""}]",en,Colonel Redl,"Set during the fading glory of the Austro-Hungarian empire, the film tells of the rise and fall of Alfred Redl (Brandauer), an ambitious young officer who proceeds up the ladder to become ...                See full summary »",92.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1985-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Colonel Redl,7.4,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330471,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,Kaiyethum Doorath,Sachin and Sushma meet at a hill resort. Sachin falls in love immediately but he is hesitated to tell his love to Sushma. Later he founds out that Sushma is engaged and her marriage is ...                See full summary »,43.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2002-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Kaiyethum Doorath,3.5,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330472,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,American Desi,"College freshman Krishna Reddy, who has never cared for his Indian-American cultural heritage, looks forward to a new life on campus but is surprised to find that he has been assigned ...                See full summary »",82.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2001-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,American Desi,6.6,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330473,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Prison on Fire II,"Ching escapes from prison to see his young son, who he has been put in an orphanage. And that puts him in great danger.",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1991-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Prison on Fire II,6.7,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Horror""}]",,330474,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""horror""}]",en,Road to Hell,"Three robbers on the run to a new life cross their way with a woman and her son and with the tragic curse they're bringing. On their trail, the mob boss they worked for and a mysterious ...                See full summary »",67.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Road to Hell,5.4,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Action""}, {""id"": 3, ""name"": ""Horror""}]",,330475,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""action""}, {""id"": 3, ""name"": ""horror""}]",en,Going Nuts,A prestigious fairytale illustrator is hired by the psychiatric hospital director. His job there will be to decorate the hospital walls with his drawings to improve the place's atmosphere. ...                See full summary »,80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2006-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Going Nuts,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Drama""}]",,330476,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""drama""}]",en,MLA,An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,66.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,MLA,5.3,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330477,"[{""id"": 1, ""name"": ""thriller""}]",en,Gemma's Tale,Gemma and Connor are two fairly typical university students. Their future together looks certain until a change of plans breaks up the relationship. Both move on and Gemma gets involved ...                See full summary »,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Gemma's Tale,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}]",,330478,"[{""id"": 1, ""name"": ""animation""}]",en,Powerless Federal Agent 8,"The U.S. realizes that if the Russians capture Agent Touch, this will mark a dramatic shift in world power. If alien technology falls into Russian hands, it will lead to the destruction of ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Powerless Federal Agent 8,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330479,"[{""id"": 1, ""name"": ""thriller""}]",en,Hackathon,"A serial entrepreneur secretly steals code from programmers at her annual Hackathons. However, once they discover her secret, she vows to kill them all.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Hackathon,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Thriller""}]",,330480,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""thriller""}]",en,Ranthambore,Arjun struggles to cope with life after serving in the Indian Army for fifteen years as Border Patrol at the LOC (Line of Control) and fights to regain his place in society and within his family.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Ranthambore,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""War""}]",,330481,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""war""}]",en,The Front,"In a world ravaged by war, children are forced to take up arms against ""The Front"".",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Front,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Mystery""}]",,330482,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""mystery""}]",en,"Burning, Burning","A Woman walks across the city to the edge of town. She has surreal encounters with real and imaginary characters as she seeks atonement, remembering the unhappy incidents in her life that have brought her to this present state of despair.",45.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,"Burning, Burning",3.6,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}]",,330483,"[{""id"": 1, ""name"": ""crime""}]",en,Kâigun o shu ga kêimushyô,Katsu's only movie at Toei Studio.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1973-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Kâigun o shu ga kêimushyô,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330484,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Lakeer: Forbidden Lines,Karan's love for Bindiya turns into a deadly obsession after he learns that she is in love with her fellow classmate Saahil.,57.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2004-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Lakeer: Forbidden Lines,4.6,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Action""}, {""id"": 3, ""name"": ""Drama""}]",,330485,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""action""}, {""id"": 3, ""name"": ""drama""}]",en,The Prodigies,Five young prodigies assaulted in New York's Central Park plot the perfect revenge.,73.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,The Prodigies,5.9,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Mystery""}]",,330486,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""mystery""}]",en,Venial,"Haunted by her husband's death in WWII, Claire lives in a dark mansion, where her children begin to see supernatural visions of the undead. Is dad being conjured from the afterlife, or are the ghosts something far more sinister?",45.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Venial,3.6,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330487,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,Alibi,"Pain, not just war, makes strange bedfellows. In bed, APRIL SANCHEZ and JENNA BRYANT hatch a plan to turn the plot of Hitchcock's ""Strangers on a Train"" into reality. The two women, who met...                See full summary »",86.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2007-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Alibi,6.9,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330488,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Deadly Revisions,"International genre favorite Bill Oberst Jr. plays an amnesiac horror writer who becomes trapped in his own nightmare as terrifying images emerge that may or may not be memories, madness, or both! Remembering can be murder!",55.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Deadly Revisions,4.4,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""War""}]",,330489,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""war""}]",en,Kingdom of Dust: Beheading of Adam Smith,"In a basement, somewhere in war torn Baghdad, hostage Adam Smith is waiting to die.",62.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Kingdom of Dust: Beheading of Adam Smith,5.0,1800
